id,address,bedrooms,gla,city,province,postal_code,property_sub_type,structure_type,style,levels,room_count,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,lot_size_sf,year_built,roof,basement,cooling,heating,close_price,close_date,public_remarks,latitude,longitude,cluster
163711,593 Roosevelt Drive ,4,1817.0,Kingston ,Ontario,K7M 8T7,Detached,"Detached, Bungalow ",Bungalow ,Bungalow ,6,0.0,0.0,,,,6936.0,0.0,,Finished ,Central Air ,Forced Air ,681000.0,2025-01-21,"Welcome to 593 Roosevelt Drive!Nestled in the highly coveted Auden Park neighborhood, within minutes of schools, a golf course, a large conservation area, Lake Ontario, a recreation facility, shopping, and dining, This meticulously maintained 4 bed, 3 bath home is thoughtfully designed for both relaxation and entertaining. As you approach, you're greeted by a warm and inviting entrance, complete with a decorative walkway framed by lush perennial gardens and mature trees. The main level features a convenient powder room, a spacious primary suite with 4-piece ensuite walk in shower, a second bedroom, and a tastefully appointed kitchen showcasing solid cabinetry, granite countertops, and an adjacent dining room perfect for hosting family and friends. Relax in the cozy living room with its gas fireplace, retreat to the sunlit reading nook, or enjoy the peaceful ambiance of the serene sunroom bathed in natural light. The lower level offers even more space, featuring two additional bedrooms, a 3-piece bath, and a comfortable family room with a second gas fireplace. There's also versatile space for a home office, gym, or creative pursuits. Step outside to your private backyard oasis a tranquil haven boasting a large deck, vibrant gardens, and majestic trees. Whether you're entertaining guests or savoring a quiet moment, this outdoor retreat offers something special. As an added bonus, the picturesque Auden Park walking trails are conveniently accessible right from your backyard. Complete with a storage shed and double-car garage, this home is as practical as it is stunning. Don't miss this rare opportunity to own not just a house, but a haven.",44.2346,-76.5871,4
2715,657 Gwen Ave,4,2000.0,Kingston,Ontario,K7P 0M2,Detached,Detached,2-Storey,Two,11,3.0,1.0,,,,4038.0,0.0,,Fin W/O,Central Air,Forced Air,807000.0,2025-01-23,"Located in the sought after west end community of Woodhaven, 657 Gwen Avenue is a home you don't want to miss. In one of Kingston newest neighborhoods this home was built on a premium lot offering a rare separation from your rear neighbors to give you that additional privacy often missed in the suburbs. While the home is nearly new, you will be impressed with the updates that have already been done to this home. The exterior lighting has been upgraded to a Gemstone permanent lighting system for all your festive light selections at the tip of your fingers. On the main floor you will find inside access to your double garage, a freshly renovated half bath, upgraded kitchen in your open concept living space showcasing a gas fireplace and elevated deck at the rear. As you head upstairs you will find an upper level laundry room, 4 bedrooms and 2 full bathrooms, one of which being a 5 piece ensuite for the primary bedroom that has also been updated in the last year or so. The lower level of the home offers a fully finished rec room with walkout to your back patio space and a rough in for an additional bathroom. The backyard has been converted into an escape in the city to kick back and relax. While you walkthrough this home you will notice the modern lighting in each room that has all been recently updated to really give it that wow effect.",44.2649,-76.5904,4
105835,657 Gwen Avenue ,4,2250.0,Kingston ,Ontario,K7P 0M2,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,11,0.0,0.0,,,,4028.0,0.0,,Finished with Walk-Out ,Central Air ,Forced Air ,807000.0,2025-01-23,"Located in the sought after west end community of Woodhaven, 657 Gwen Avenue is a home you don't want to miss. In one of Kingston newest neighborhoods this home was built on a premium lot offering a rare separation from your rear neighbors to give you that additional privacy often missed in the suburbs. While the home is nearly new, you will be impressed with the updates that have already been done to this home. The exterior lighting has been upgraded to a Gemstone permanent lighting system for all your festive light selections at the tip of your fingers. On the main floor you will find inside access to your double garage, a freshly renovated half bath, upgraded kitchen in your open concept living space showcasing a gas fireplace and elevated deck at the rear. As you head upstairs you will find an upper level laundry room, 4 bedrooms and 2 full bathrooms, one of which being a 5 piece ensuite for the primary bedroom that has also been updated in the last year or so. The lower level of the home offers a fully finished rec room with walkout to your back patio space and a rough in for an additional bathroom. The backyard has been converted into an escape in the city to kick back and relax. While you walkthrough this home you will notice the modern lighting in each room that has all been recently updated to really give it that wow effect.",44.2649,-76.5904,4
101,1341 TREMONT Dr,3,1550.0,Kingston,Ontario,K7P 0M5,Freehold Townhouse,Freehold Townhouse,2-Storey,Two,9,3.0,0.0,,,,2099.98,0.0,,"Finished, Full",Central Air,Forced Air,572999.0,2025-01-24,"Welcome home to 1341 Tremont Drive! Situated on a good sized lot in the heart of the Woodhaven subdivision, this well-maintained 3 bedroom, 3 bathroom, 'Eaton' model townhome is built by Tamarack Homes and features hardwood and ceramic tiles throughout an open-concept main level, a great room with bright south-facing windows, gas fireplace, 9 ft ceilings, upgraded cabinetry, walk-in pantry, island eating bar with quartz counters, stylish tile backsplash and more. The bright dining area has patio doors that open up to the rear yard. You will also find a spacious Primary bedroom with a stunning ensuite and oversized walk in closet, a second floor laundry room, 2 additional bedrooms and a great main bathroom. The finished lower level has a bright rec room that offers more living space. The home also has a full sized size garage with 8ft door and is within a walking distance to schools, parks, transit, and more. This is a great place to live",44.2661,-76.5911,1
2682,Unit 402 - 649 DAVIS Dr,2,1100.0,Kingston,Ontario,L9P 1R2,Condo Apt,Apartment,,,7,1.0,0.0,,,,0.0,0.0,,,Window Unit,Baseboard,330000.0,2025-01-24,"Affordable, updated and great location...This 2 bedroom condo is located just a 5 minute walk to the Cataraqui Mall and close to all other amenities. Situated on the top floor, this unit has been updated with new flooring and paint so it is in perfect move in condition. If that wasn't enough covered parking is included. The building does not see a lot of sales with only 2 in the last 3 years so don't miss out on a great opportunity. Fees include building maintenance, ground maintenance/landscaping, parking, property management fees, snow removal.",44.254,-76.5675,4
130134,1341 TREMONT Drive ,3,1564.0,Kingston ,Ontario,K7P 0M5,Freehold Townhouse,"Freehold Townhouse, 2-Storey ",2-Storey ,2-Storey ,9,0.0,0.0,,,,2080.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,572999.0,2025-01-24,"Welcome home to 1341 Tremont Drive! Situated on a good sized lot in the heart of the Woodhaven subdivision, this well-maintained 3 bedroom, 3 bathroom, 'Eaton' model townhome is built by Tamarack Homes and features hardwood and ceramic tiles throughout an open-concept main level, a great room with bright south-facing windows, gas fireplace, 9 ft ceilings, upgraded cabinetry, walk-in pantry, island eating bar with quartz counters, stylish tile backsplash and more. The bright dining area has patio doors that open up to the rear yard. You will also find a spacious Primary bedroom with a stunning ensuite and oversized walk in closet, a second floor laundry room, 2 additional bedrooms and a great main bathroom. The finished lower level has a bright rec room that offers more living space. The home also has a full sized size garage with 8ft door and is within a walking distance to schools, parks, transit, and more. This is a great place to live",44.2661,-76.5911,1
161384,Unit 402 - 649 DAVIS Drive ,2,1100.0,Kingston ,Ontario,K7M 8L4,Condo Apartment,"Condo Apartment, Apartment ",Apartment ,Apartment ,7,0.0,0.0,,,,0.0,0.0,,,Window Unit(s) ,Baseboard ,330000.0,2025-01-24,"Affordable, updated and great location...This 2 bedroom condo is located just a 5 minute walk to the Cataraqui Mall and close to all other amenities.  Situated on the top floor, this unit has been updated with new flooring and paint so it is in perfect move in condition. If that wasn't enough covered parking is included.  The building does not see a lot of sales with only 2 in the last 3 years so don't miss out on a great opportunity. Fees include building maintenance, ground maintenance/landscaping, parking, property management fees, snow removal.",44.2541,-76.5675,4
52,1028 Bauder Cres,2,900.0,Kingston ,Ontario,K7P 1M6,Detached,Detached,Bungalow-Raised,Bungalow-Raised ,10,2.0,0.0,,,,8250.0,40.0,,Fin W/O ,Central Air ,Forced Air ,542000.0,2025-01-25,"Outstanding location just west of Bayridge Drive and South of Woodbine Road sits this Elevated Bungalow with Walk-Out Basement, 2 Bedroom main level (very large primary bedroom) with updated main bathroom, Bright front living room adjacent to the dining room leading to the Eat-in Kitchen and patio doors to the updated rear deck. Lower level features garage access, combination bath/laundry room, very spacious 3rd bedroom and rec room with walk-out to rear yard. located on a wonderful street in the desirable West woods subdivision in Bayridge/Kingston West.",44.2576,-76.5861,4
2691,1040 Earnhart St,3,1750.0,Kingston,Ontario,K7P 3B9,Detached,Detached,2-Storey,Two,7,4.0,0.0,,,,5650.0,0.0,,Finished,Central Air,Forced Air,740000.0,2025-01-25,"You will fall in love with this incredible two-story home in a much sought after location next to Woodbine park. This lovely 3 BR 3.5 bathroom home has many upgrades including metal roof, New A/C 2024, a great deck with hot tub, and an interlocking driveway. Soak your cares away and enjoy the beautiful heated Salt Water Pool (2021) that backs on to a park. The entryway leads to formal dining area and open concept kitchen living room space with grand fireplace. Laundry is located on the main floor as well as a powder room and inside entry to 2 car garage. The upper floor has a spacious Master bedroom with walk in closet and 4 pc. ensuite, two good sized bedrooms and a full bath. The lower level is fully finished with a Bar, Gas Fireplace and an extra 3 piece bath and great storage space. A wonderful family home in a great location.",44.2587,-76.6071,4
108041,1028 Bauder Crescent ,3,900.0,Kingston ,Ontario,K7P 1M6,Detached,"Detached, Bungalow-Raised ",Bungalow-Raised ,Bungalow-Raised ,10,0.0,0.0,,,,8250.0,0.0,,Finished with Walk-Out ,Central Air ,Forced Air ,542000.0,2025-01-25,"Outstanding location just west of Bayridge Drive and South of Woodbine Road sits this Elevated Bungalow with Walk-Out Basement, 2 Bedroom main level (very large primary bedroom) with updated main bathroom, Bright front living room adjacent to the dining room leading to the Eat-in Kitchen and patio doors to the updated rear deck. Lower level features garage access, combination bath/laundry room, very spacious 3rd bedroom and rec room with walk-out to rear yard. located on a wonderful street in the desirable West woods subdivision in Bayridge/Kingston West.",44.2576,-76.5861,4
166167,1040 Earnhart Street ,3,1750.0,Kingston ,Ontario,K7P 3B9,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,7,0.0,0.0,,,,5650.0,0.0,,Finished ,Central Air ,Forced Air ,740000.0,2025-01-25,"You will fall in love with this incredible two-story home in a much sought after location next to Woodbine park. This lovely 3 BR 3.5 bathroom home has many upgrades including metal roof, New A/C 2024, a great deck with hot tub, and an interlocking driveway. Soak your cares away and enjoy the beautiful heated Salt Water  Pool (2021) that backs on to a park. The entryway leads to formal dining area and open concept kitchen living room space with grand fireplace. Laundry is located on the main floor as well as a powder room and inside entry to 2 car garage. The upper floor has a spacious Master bedroom with walk in closet and 4 pc. ensuite, two good sized bedrooms and a full bath. The lower level is fully finished with a Bar , Gas Fireplace and an extra 3 piece bath and great storage space. A wonderful family home in a great location.",44.2587,-76.6071,2
116918,994 WESTMINSTER Place ,3,1604.0,Kingston ,Ontario,K7P 1R1,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,8,0.0,0.0,,,,5635.0,0.0,,"Finished, Full ",Central Air ,Forced Air ,595000.0,2025-01-27,"Welcome to 994 Westminster, in one of Kingston’s premier neighbourhoods in the West end. With many popular schools (Lancaster, Mother Theresa, Holy Cross, Bayridge High) within walking distance and easy access around the corner to Banks, Groceries, Pharmacy, Parks, walking Paths and a host of other amenities. The owners having been here over 30 years have ensured that this home was been well-maintained, improved on, renovated and updated as the years rolled by. Such improvements include newer roof, newer laminate floors throughout, partially renovated kitchen, a party-size pool, deck and gazebo where many summers have been enjoyed by all generations. The gardens have been meticulously maintained and have a huge variety of perennials, magazine worthy. This property comes with all pool equipment, including 2 sheds, hot water exterior shower, solar hooks ups, a dog run, a very lush pond with plants, exterior mood lighting and so much more. A double paved driveway with space for trailers and multiple vehicles is a definite plus and a cul-de-sac location safe for children to play. This home also has an Energuide rating of 80, which is very high as windows, added insulation, on demand HWT, solar hookups, pellet stove and as well, other amenities have been added to the home to make it comfortable year-round. The basement floor has been insulated as well as spray foam added before the basement renovation was completed. This is a fabulous home where you can comfortably know that it has been looked after completely. The bedrooms are of a large size as well, a finished basement with 3 pc. Bath and a 2 pc on the main level. Have a look today!",44.2526,-76.5912,4
28,2138 Balantrae Circ,3,1850.0,Kingston,Ontario,K7M 9H8,Detached,Detached,2-Storey,Two,7,4.0,0.0,,,,3845.06,0.0,,"Finished, Full",Central Air,Forced Air,745000.0,2025-01-28,"Welcome to 2138 Balantrae, a home where cherished family memories are ready to be made! Nestled on a peaceful street in a sought-after neighborhood, this property is perfect for families. Just steps away from parks, Lemoines Point, the airport, Landings Golf Course, and all the amenities you need, this location offers convenience and endless outdoor fun. Set on a spacious lot with plenty of room for kids to play and explore, this stunning, over 2700 sq foot, 2-storey home is filled with updates and charm. The bright, modern kitchen features beautiful quartz countertops and almost new stainless steal appliances, while the rest of the main floor boasts some fresh flooring and a welcoming layout. Enjoy the peace of mind of a newer roof and a home that has been meticulously cared for. You'll find three generously sized bedrooms which are perfect for growing families. The main floor open design includes a large living area, separate dining and lounging spaces, and a handy main-floor laundry. The fully finished basement adds even more appeal, with a large rec-room, a full bathroom, and an extra bedroom ideal for guests or a growing teen. If you're searching for the perfect family home in a mature, family-friendly neighborhood, 2138 Balantrae is ready to welcome you home.",44.2331,-76.5906,4
166132,2138 Balantrae Circle ,4,1750.0,Kingston ,Ontario,K7M 9H8,Detached,"Detached, 2-Storey ",2-Storey ,2-Storey ,7,0.0,0.0,,,,3815.0,0.0,,"Full, Finished ",Central Air ,Forced Air ,745000.0,2025-01-28,"Welcome to 2138 Balantrae, a home where cherished family memories are ready to be made! Nestled on a peaceful street in a sought-after neighborhood, this property is perfect for families. Just steps away from parks, Lemoines Point, the airport, Landings Golf Course, and all the amenities you need, this location offers convenience and endless outdoor fun. Set on a spacious lot with plenty of room for kids to play and explore, this stunning, over 2700 sq foot, 2-storey home is filled with updates and charm. The bright, modern kitchen features beautiful quartz countertops and almost new stainless steal appliances, while the rest of the main floor boasts some fresh flooring and a welcoming layout. Enjoy the peace of mind of a newer roof and a home that has been meticulously cared for. You'll find three generously sized bedrooms which are perfect for growing families. The main floor open design includes a large living area, separate dining and lounging spaces, and a handy main-floor laundry. The fully finished basement adds even more appeal, with a large rec-room, a full bathroom, and an extra bedroom ideal for guests or a growing teen. If you're searching for the perfect family home in a mature, family-friendly neighborhood, 2138 Balantrae is ready to welcome you home.",44.2331,-76.5906,4
2,692 Truedell Rd,3,1252.0,Kingston,Ontario,K7M 6T2,Semi-Detached,Semi-Detached,Vinyl Siding,Two,8,1.0,1.0,,,,3775.5,0.0,,"Full, Part Fin",Central Air,Forced Air,465000.0,2025-01-29,"This 3-bedroom, 1.5 bath semi-detached home offers a practical layout with plenty of space in a quiet, family-friendly location. It backs onto a Baptist church, providing added privacy, and features a large, fully fenced backyard with a deck off the kitchen/dining area. The foyer has ample storage with a large closet. The open kitchen includes heated floors, built-in appliances, and a door leading to the backyard. The spacious primary bedroom offers double closets, and large windows throughout keep the home bright. The rec room is a good size, with a separate utility/laundry and storage area. Additional perks include a shed in the backyard, parking space for multiple vehicles, and proximity to Truedell Public School and nearby parks. Recent upgrades include the roof (2022), fresh paint in living room and front hall (2025), new fridge (2024), wall oven (2017), and front door (2017).",44.2462,-76.5788,4
111830,692 Truedell Road ,3,1259.0,Kingston ,Ontario,K7M 6T2,Semi-Detached,"Semi-Detached, 2-Storey ",2-Storey ,2-Storey ,8,0.0,0.0,,,,3741.0,0.0,,"Full, Partially Finished ",Central Air ,Forced Air ,465000.0,2025-01-29,"This 3-bedroom, 1.5 bath semi-detached home offers a practical layout with plenty of space in a quiet, family-friendly location. It backs onto a Baptist church, providing added privacy, and features a large, fully fenced backyard with a deck off the kitchen/dining area. The foyer has ample storage with a large closet. The open kitchen includes heated floors, built-in appliances, and a door leading to the backyard. The spacious primary bedroom offers double closets, and large windows throughout keep the home bright. The rec room is a good size, with a separate utility/laundry and storage area. Additional perks include a shed in the backyard, parking space for multiple vehicles, and proximity to Truedell Public School and nearby parks. Recent upgrades include the roof (2022), fresh paint in living room and front hall (2025), new fridge (2024), wall oven (2017), and front door (2017).",44.2462,-76.5788,4
2660,728 Sussex Blvd,3,1300.0,Kingston,Ontario,K7M 5B1,Detached,Detached,Brick,3.0,5,2.0,0.0,,,,7800.0,0.0,,"Part Bsmt, W/O",Central Air,Forced Air,595000.0,2025-01-30,"This charming side-split home is nestled in a peaceful Bayridge neighborhood on a spacious 65'x 120' lot. The open-concept kitchen (updated in 2013) features hardwood flooring and patio doors that lead to a beautifully landscaped backyard, perfect for entertaining or relaxing. The outdoor space is fully fenced and includes a large deck, interlock patio, and a custom-built garden shed. Inside, you'll find 3 spacious bedrooms, 2 updated bathrooms, a fully finished basement with a cozy gas fireplace, and convenient backyard access from both the basement and the attached single-car garage. Located just a 4-minute walk to Bayridge School, this home offers the ideal blend of comfort, functionality, and a prime location for families.",44.2467,-76.5959,4
146612,728 Sussex Boulevard ,3,1300.0,Kingston ,Ontario,K7M 5B1,Detached,"Detached, Sidesplit 3 ",Sidesplit 3 ,Sidesplit 3 ,5,0.0,0.0,,,,7735.0,0.0,,"Partial Basement, Walk-Out ",Central Air ,Forced Air ,595000.0,2025-01-30,"This charming side-split home is nestled in a peaceful Bayridge neighborhood on a spacious 65'x 120' lot. The open-concept kitchen (updated in 2013) features hardwood flooring and patio doors that lead to a beautifully landscaped backyard, perfect for entertaining or relaxing. The outdoor space is fully fenced and includes a large deck, interlock patio, and a custom-built garden shed. Inside, you'll find 3 spacious bedrooms, 2 updated bathrooms, a fully finished basement with a cozy gas fireplace, and convenient backyard access from both the basement and the attached single-car garage. Located just a 4-minute walk to Bayridge School, this home offers the ideal blend of comfort, functionality, and a prime location for families.",44.2467,-76.5959,4
